State,Account Length,Area Code,Phone,Int'l Plan,VMail Plan,VMail Message,Day Mins,Day Calls,Day Charge,Eve Mins,Eve Calls,Eve Charge,Night Mins,Night Calls,Night Charge,Intl Mins,Intl Calls,Intl Charge,CustServ Calls,Churn?
HI,2,408,360-2690,no,yes,28,2.0,2,25.74,1.0,2,12.95,3.0,2,11.25,1.0,1,0.0,1,False.
OH,2,510,370-3021,no,yes,46,2.0,1,36.4,2.0,2,17.08,3.0,3,11.11,2.0,3,2.48,0,False.
MA,1,415,386-2810,yes,no,0,2.0,1,27.15,2.0,1,16.79,1.0,2,5.47,3.0,3,3.75,0,True.
NC,1,415,347-7420,no,yes,29,1.0,2,24.19,1.0,1,10.09,3.0,2,10.8,1.0,3,1.78,1,False.
NV,2,415,380-7742,yes,yes,29,3.0,1,37.52,2.0,2,18.5,2.0,2,8.57,3.0,3,3.56,1,True.
DC,1,408,329-6191,no,yes,37,3.0,2,40.77,2.0,3,18.86,2.0,2,8.51,1.0,1,1.97,2,False.
UT,1,510,340-3075,no,yes,43,2.0,2,29.24,2.0,1,17.02,2.0,2,10.49,1.0,2,2.16,1,False.
WA,3,408,416-5849,yes,yes,35,1.0,3,21.79,3.0,2,23.33,3.0,3,13.45,2.0,3,2.38,2,False.
KS,2,415,383-1657,yes,no,0,3.0,1,49.86,2.0,2,16.02,3.0,2,12.01,3.0,2,3.92,0,True.
ME,2,408,402-9982,no,yes,33,2.0,1,35.63,1.0,3,12.49,1.0,3,5.44,2.0,2,2.86,2,False.
NJ,2,408,348-8015,yes,yes,37,3.0,2,37.43,2.0,2,15.75,2.0,1,9.23,1.0,1,1.11,0,True.
ND,1,408,421-2723,no,yes,22,1.0,2,14.03,3.0,2,24.64,2.0,3,8.1,1.0,2,1.3,3,False.
NJ,2,415,327-9341,no,yes,34,2.0,2,24.89,1.0,2,7.62,2.0,2,9.9,3.0,2,4.21,2,False.
CO,2,510,328-8147,no,yes,27,2.0,1,26.1,2.0,1,16.49,3.0,2,11.54,2.0,3,2.75,5,False.
NC,1,408,333-9253,no,yes,19,2.0,2,30.62,1.0,2,10.84,3.0,3,10.68,1.0,2,2.03,0,False.
MT,1,415,347-9421,no,yes,31,3.0,2,45.1,1.0,2,12.55,3.0,3,11.67,3.0,1,3.48,1,False.
CO,2,510,377-1479,no,yes,24,2.0,3,34.94,2.0,2,18.64,2.0,2,9.72,3.0,2,3.78,1,False.
MT,1,415,360-2107,no,yes,22,3.0,2,42.99,2.0,2,15.12,1.0,3,7.13,2.0,2,2.3,3,False.
WV,3,408,405-9384,no,yes,28,3.0,1,40.05,2.0,1,19.37,2.0,2,7.66,3.0,3,4.16,0,False.
WI,3,415,331-3174,no,yes,39,1.0,3,11.75,1.0,3,8.61,1.0,2,4.72,2.0,2,2.46,0,False.
AR,1,415,396-2867,no,yes,39,2.0,3,35.17,1.0,1,10.86,2.0,3,8.96,2.0,1,2.48,3,False.
WY,2,415,341-9443,no,yes,22,3.0,1,44.85,1.0,3,8.79,2.0,2,9.36,2.0,2,2.3,3,False.
CA,2,510,341-4103,no,yes,31,2.0,3,31.18,2.0,2,16.62,2.0,2,8.1,2.0,2,2.84,1,False.
SD,1,408,348-7484,no,yes,31,3.0,1,47.99,1.0,2,12.92,2.0,2,10.15,2.0,2,3.24,1,False.
GA,2,415,349-1943,no,yes,22,2.0,2,30.91,2.0,3,19.39,3.0,3,11.82,2.0,2,2.48,2,False.
GA,2,415,383-8695,no,yes,33,2.0,2,34.02,2.0,3,16.06,2.0,2,9.23,3.0,2,4.19,0,False.
WV,1,408,370-7565,no,yes,26,3.0,2,45.34,2.0,2,19.75,2.0,2,9.58,3.0,2,4.4,1,False.
CT,1,415,401-6162,no,yes,36,1.0,3,20.08,2.0,3,18.83,1.0,2,4.68,2.0,3,3.21,2,False.
TX,2,415,384-2372,yes,no,0,3.0,1,37.81,3.0,2,27.8,2.0,2,9.36,2.0,3,2.35,1,True.
NE,3,415,417-7888,no,yes,38,3.0,2,43.64,1.0,3,12.79,1.0,2,5.54,2.0,2,3.08,3,False.
CO,1,415,408-4530,no,yes,32,1.0,2,5.25,2.0,2,15.9,2.0,2,10.39,2.0,3,2.32,1,False.
MN,1,510,338-7120,no,yes,21,3.0,2,53.65,2.0,1,17.76,3.0,3,11.7,3.0,2,3.27,3,False.
NJ,2,510,420-8242,no,yes,29,2.0,2,26.42,2.0,2,16.02,3.0,3,11.47,1.0,2,2.16,3,False.
MT,3,510,398-9408,no,yes,23,2.0,2,27.2,2.0,1,16.1,2.0,3,10.35,2.0,3,2.81,1,False.
CT,2,510,351-1007,no,yes,42,2.0,2,28.1,2.0,3,19.0,3.0,1,11.74,1.0,3,2.05,3,False.
ID,2,415,345-5980,yes,yes,32,1.0,2,16.1,1.0,2,13.12,2.0,2,9.02,2.0,3,2.86,2,False.
SD,3,415,369-6204,no,yes,22,2.0,1,29.9,2.0,2,17.99,2.0,1,7.85,1.0,2,1.97,2,False.
WV,2,510,420-9971,yes,no,0,3.0,2,42.48,3.0,2,20.61,1.0,3,6.83,3.0,3,4.13,1,True.
GA,1,408,410-3782,yes,yes,30,3.0,3,39.87,2.0,3,16.59,3.0,2,12.1,2.0,2,3.08,2,False.
CT,2,415,360-9676,no,yes,38,2.0,2,30.11,1.0,2,13.91,3.0,1,10.92,1.0,1,2.0,0,False.
UT,2,510,327-3587,no,yes,36,1.0,2,14.82,2.0,2,14.39,1.0,1,7.5,2.0,2,2.94,6,True.
OR,3,510,331-5999,no,yes,36,2.0,2,32.78,2.0,1,15.05,2.0,3,9.74,3.0,2,4.43,1,False.
MS,2,510,382-4084,no,yes,39,3.0,3,44.4,2.0,2,18.21,1.0,2,6.97,3.0,2,3.43,2,False.
ME,3,415,352-8249,no,yes,26,2.0,2,33.41,2.0,2,14.94,2.0,3,9.98,3.0,2,3.62,0,False.
NM,2,408,338-9210,no,yes,37,3.0,3,39.03,1.0,2,11.25,2.0,1,9.54,2.0,3,2.57,2,False.
NJ,2,415,328-1768,yes,yes,20,2.0,2,31.88,2.0,2,14.43,2.0,3,7.89,3.0,2,3.27,1,False.
DC,3,415,406-5870,yes,no,0,1.0,2,9.71,2.0,1,16.97,3.0,2,12.36,1.0,3,1.76,3,False.
KY,2,415,330-7754,yes,no,0,2.0,2,24.65,2.0,2,14.94,2.0,3,10.07,3.0,2,4.51,2,True.
UT,1,510,414-9027,no,yes,20,3.0,1,39.2,2.0,1,16.07,1.0,3,7.3,2.0,1,2.54,1,False.
FL,2,415,394-6577,no,yes,17,2.0,2,32.88,3.0,3,20.45,3.0,2,11.16,2.0,2,3.08,5,False.
WA,2,415,380-6631,no,yes,26,2.0,2,27.42,3.0,2,21.28,1.0,2,6.41,1.0,3,1.78,1,False.
NM,2,510,417-1272,yes,no,0,2.0,3,28.44,2.0,3,16.87,1.0,2,5.99,2.0,3,2.97,1,False.
AL,3,415,358-1129,no,yes,32,2.0,1,26.18,2.0,2,15.77,1.0,2,6.67,1.0,2,2.21,3,False.
MO,2,415,394-1211,no,yes,29,1.0,3,20.59,2.0,2,15.84,3.0,1,10.88,2.0,3,2.73,0,False.
CO,1,510,327-1319,no,yes,23,2.0,2,30.96,1.0,1,13.99,1.0,2,5.8,3.0,2,3.43,3,False.
LA,2,510,380-7624,no,yes,30,3.0,2,47.02,2.0,2,18.71,2.0,2,8.01,2.0,3,2.65,2,False.
NV,3,415,416-5261,no,yes,21,2.0,2,30.5,2.0,2,15.39,3.0,3,14.43,2.0,2,2.57,2,False.
WY,3,415,406-1349,yes,no,0,2.0,1,32.23,3.0,3,22.73,2.0,3,8.3,1.0,3,0.35,1,False.
TN,1,415,360-9038,no,yes,35,2.0,3,31.76,3.0,1,22.19,3.0,2,14.3,3.0,2,4.05,0,False.
FL,2,415,348-3444,no,yes,31,2.0,1,26.1,2.0,2,18.62,3.0,1,10.68,2.0,2,3.08,0,False.
PA,2,415,383-4061,yes,no,0,3.0,3,39.25,3.0,2,20.67,2.0,1,8.21,2.0,1,2.97,0,True.
WV,3,415,391-7937,no,yes,26,3.0,3,41.63,1.0,3,10.03,3.0,2,10.62,3.0,2,4.1,2,False.
WI,3,415,339-6637,yes,yes,28,1.0,2,21.57,2.0,2,14.19,1.0,1,6.53,2.0,2,2.38,5,True.
MA,3,408,371-9457,yes,no,0,2.0,2,30.07,2.0,2,14.27,2.0,3,8.2,1.0,1,2.08,1,True.
AL,1,415,399-4094,no,yes,20,3.0,3,43.25,1.0,2,13.74,3.0,2,11.31,2.0,2,2.84,0,False.
ND,3,510,378-4013,yes,yes,24,1.0,1,21.71,2.0,2,18.28,2.0,1,10.54,1.0,2,1.57,2,False.
LA,2,415,386-6306,no,yes,26,2.0,2,28.99,2.0,1,18.46,2.0,1,10.16,3.0,2,3.67,6,False.
ND,3,408,359-3618,yes,no,0,3.0,2,37.25,3.0,2,20.65,2.0,2,7.6,2.0,2,2.73,2,False.
MS,2,510,340-8875,yes,no,0,3.0,2,46.5,2.0,1,15.62,1.0,1,6.92,2.0,3,2.97,2,False.
WV,2,415,330-2693,yes,no,0,2.0,3,27.52,2.0,3,17.08,1.0,3,6.03,2.0,2,2.89,1,False.
WI,1,510,403-7627,no,yes,27,3.0,2,41.09,1.0,2,12.07,3.0,1,13.0,2.0,2,2.54,1,False.
KS,2,408,342-3678,yes,no,0,1.0,3,10.68,2.0,1,14.48,3.0,1,12.61,2.0,2,2.54,3,False.
MO,2,415,344-9943,no,yes,22,3.0,1,47.79,1.0,3,12.21,3.0,3,10.77,2.0,3,3.02,1,False.
AZ,2,415,416-9522,yes,yes,45,3.0,2,47.79,2.0,2,16.83,1.0,1,4.24,1.0,2,2.03,0,False.
NV,1,510,397-6789,yes,yes,33,3.0,2,46.16,3.0,2,21.54,1.0,1,7.44,1.0,1,2.21,1,True.
AZ,2,415,346-8112,no,yes,32,2.0,2,30.67,1.0,3,11.0,1.0,3,7.51,1.0,1,2.27,1,False.
VA,1,408,364-9040,yes,no,0,2.0,3,25.25,2.0,3,18.65,2.0,3,8.93,3.0,3,3.92,1,True.
GA,3,415,366-3944,no,yes,22,2.0,2,33.51,3.0,2,22.05,1.0,3,6.06,3.0,2,3.94,2,False.
AZ,2,415,331-9861,no,yes,26,2.0,3,26.13,1.0,3,11.71,2.0,2,9.61,3.0,2,4.29,1,False.
MN,2,415,330-2881,no,yes,27,3.0,2,44.42,2.0,2,18.78,2.0,2,8.07,2.0,1,3.05,1,False.
GA,1,415,417-1477,no,yes,30,1.0,2,21.61,2.0,3,14.63,2.0,2,8.76,3.0,2,3.27,1,False.
OH,1,510,327-5525,yes,yes,16,1.0,1,24.4,3.0,1,20.62,1.0,2,6.65,2.0,2,3.05,0,False.
DE,3,510,363-8244,no,yes,17,2.0,2,31.77,3.0,3,20.4,2.0,1,9.04,1.0,2,1.57,1,False.
WA,2,510,367-1424,no,yes,41,1.0,3,22.25,2.0,2,17.29,2.0,1,7.73,3.0,2,3.35,1,False.
WV,2,510,335-7257,no,yes,16,2.0,2,31.28,1.0,3,6.49,2.0,2,8.33,3.0,2,3.43,2,False.
PA,2,510,346-6941,no,yes,24,2.0,1,25.4,1.0,1,10.53,2.0,1,7.84,2.0,3,2.73,1,False.
IL,3,510,331-6629,yes,no,0,2.0,1,28.78,2.0,3,18.52,2.0,1,8.29,2.0,3,2.54,1,False.
CO,2,408,409-4447,yes,no,0,2.0,2,28.51,1.0,3,7.96,3.0,3,10.86,3.0,1,3.62,3,True.
IL,2,415,375-3658,no,yes,31,2.0,2,35.77,2.0,2,19.17,2.0,3,7.59,2.0,2,2.62,0,False.
NC,1,510,341-2603,yes,yes,33,1.0,2,21.62,1.0,2,13.85,3.0,2,11.13,1.0,3,2.19,0,False.
VT,2,510,342-5062,no,yes,28,2.0,1,34.31,3.0,3,25.92,2.0,3,10.15,2.0,3,3.21,1,False.
DC,2,415,354-1558,no,yes,17,3.0,1,37.32,2.0,2,18.88,2.0,2,8.47,3.0,2,4.35,1,False.
OR,1,415,366-9538,yes,no,0,1.0,1,20.55,2.0,2,19.98,1.0,3,4.28,2.0,3,3.08,2,False.
ND,3,408,393-9918,no,yes,19,2.0,2,30.02,1.0,1,13.83,2.0,2,9.7,3.0,3,3.94,1,False.
FL,3,415,376-4484,no,yes,51,3.0,2,48.26,2.0,2,16.32,2.0,1,8.83,2.0,2,2.7,1,False.
ND,1,415,343-2392,no,yes,31,1.0,2,21.4,2.0,2,16.69,3.0,1,11.37,2.0,2,2.78,1,False.
MA,3,408,367-8168,yes,no,0,2.0,2,33.93,2.0,2,17.97,1.0,1,3.26,2.0,2,2.97,3,True.
MO,2,415,334-8967,no,yes,24,2.0,1,36.16,3.0,2,21.89,2.0,3,10.25,2.0,3,2.62,2,False.
WI,3,415,333-8954,no,yes,37,2.0,2,34.85,1.0,2,14.06,2.0,1,8.32,2.0,3,3.16,1,False.
CA,2,510,350-1422,no,yes,38,2.0,3,27.81,1.0,2,12.47,3.0,3,15.56,3.0,2,3.54,3,False.
OH,2,415,385-7922,no,yes,27,3.0,3,37.42,3.0,3,22.8,1.0,1,6.59,2.0,2,3.0,0,False.
NE,3,510,348-5567,yes,no,0,2.0,3,30.75,2.0,3,17.81,3.0,2,11.25,1.0,2,2.0,2,False.
OK,3,510,359-9972,no,yes,43,2.0,1,35.14,2.0,3,14.84,3.0,1,10.87,2.0,2,2.94,1,False.
HI,3,415,405-3335,no,yes,15,2.0,3,26.28,3.0,2,20.88,1.0,2,6.69,2.0,2,2.46,1,False.
FL,3,415,355-4992,yes,no,0,3.0,1,45.46,2.0,1,17.36,1.0,3,5.03,1.0,2,1.59,1,False.
ID,2,510,382-7993,no,yes,33,3.0,2,46.04,2.0,2,18.73,2.0,2,7.65,2.0,3,3.19,4,False.
ME,1,408,378-4145,no,yes,26,3.0,2,43.33,3.0,3,20.67,2.0,2,8.59,1.0,2,1.46,2,False.
DC,2,510,386-2317,no,yes,31,1.0,3,18.31,2.0,2,16.06,2.0,2,8.83,2.0,2,2.4,0,False.
LA,2,415,395-6195,no,yes,27,2.0,1,28.37,2.0,2,18.8,2.0,2,8.88,3.0,2,3.32,1,True.
MO,3,415,397-8772,yes,no,0,3.0,2,41.62,1.0,2,5.17,2.0,2,7.95,2.0,2,2.89,2,False.
DC,2,408,399-8615,no,yes,35,2.0,2,36.7,2.0,2,17.05,2.0,2,8.79,3.0,3,4.19,0,False.
VA,2,415,414-6219,no,yes,32,2.0,2,35.68,3.0,2,21.23,2.0,2,10.09,2.0,3,2.35,1,False.
VA,1,510,387-1343,yes,yes,29,1.0,3,23.77,1.0,2,11.75,2.0,2,9.95,1.0,3,1.49,0,False.
UT,2,415,355-3602,no,yes,24,1.0,1,20.08,1.0,1,9.32,3.0,1,11.05,3.0,1,4.56,1,False.
NC,3,415,418-5141,no,yes,25,1.0,2,13.97,1.0,2,13.88,3.0,2,11.92,1.0,3,1.38,0,False.
NJ,1,415,406-1247,no,yes,32,2.0,1,27.85,2.0,3,15.11,2.0,2,8.57,1.0,2,2.19,0,False.
GA,1,408,377-1218,no,yes,24,2.0,3,36.43,3.0,1,24.63,3.0,3,14.06,2.0,2,2.86,1,False.
UT,2,415,407-5774,no,yes,24,1.0,3,22.12,2.0,1,16.66,1.0,3,6.27,2.0,2,3.08,0,False.
ME,3,510,413-4039,no,yes,24,2.0,3,29.89,1.0,2,13.18,2.0,1,8.13,1.0,2,2.11,2,False.
KY,2,510,368-7555,yes,no,0,1.0,2,21.39,2.0,2,17.65,2.0,3,9.33,3.0,2,3.81,1,True.
NE,2,510,334-1508,no,yes,37,2.0,2,27.59,2.0,3,19.88,3.0,2,12.48,2.0,2,2.48,0,False.
NV,2,415,399-9802,no,yes,28,2.0,3,28.54,2.0,2,16.21,2.0,2,8.69,2.0,3,2.48,4,True.
MN,3,415,393-6376,no,yes,28,2.0,1,29.65,2.0,1,14.44,2.0,3,9.07,2.0,2,2.97,1,False.
AK,3,415,345-9153,no,yes,39,2.0,2,29.87,2.0,2,15.91,2.0,3,10.15,2.0,2,2.32,2,False.
MS,2,415,389-6790,no,yes,34,2.0,2,26.25,2.0,3,18.82,2.0,2,9.38,2.0,2,2.78,0,False.
AR,2,415,408-3610,no,yes,23,2.0,1,35.65,2.0,1,15.61,2.0,2,9.25,1.0,2,1.92,2,False.
NV,3,415,375-8238,yes,no,0,2.0,1,25.5,3.0,1,24.3,2.0,3,8.58,2.0,3,2.54,0,False.
AL,2,510,378-5633,no,yes,23,3.0,2,39.51,2.0,2,15.81,2.0,3,8.57,3.0,2,3.32,3,False.
MO,3,415,417-2054,no,yes,30,2.0,1,26.18,1.0,2,14.09,3.0,1,12.15,2.0,2,2.92,1,False.
NY,1,408,353-1941,no,yes,31,2.0,3,32.95,2.0,2,17.22,2.0,2,8.6,3.0,1,3.59,1,False.
NJ,1,510,408-4529,no,yes,22,2.0,1,25.84,3.0,3,22.0,3.0,2,11.84,3.0,2,4.24,2,True.
NM,2,408,370-9755,no,yes,33,2.0,2,29.73,3.0,2,21.1,1.0,3,7.41,3.0,2,3.65,1,True.
OR,1,510,383-5976,no,yes,31,1.0,2,23.1,3.0,1,23.04,2.0,2,8.06,2.0,3,2.57,6,False.
GA,2,408,413-5190,no,yes,21,1.0,2,22.81,1.0,3,13.81,2.0,2,8.4,2.0,1,3.19,4,True.
MO,2,408,372-9816,no,yes,24,1.0,1,19.01,3.0,2,20.37,3.0,1,12.07,1.0,2,1.86,1,False.
ND,2,415,400-7253,no,yes,33,2.0,2,27.05,1.0,2,12.73,2.0,2,9.6,3.0,3,3.51,1,False.
NY,1,415,345-9140,yes,no,0,3.0,1,58.96,3.0,1,21.21,3.0,2,12.39,3.0,3,3.59,1,True.
FL,3,415,340-5460,no,yes,15,1.0,2,19.36,1.0,3,12.35,2.0,3,8.78,2.0,3,3.19,1,False.
KS,2,415,369-8024,yes,yes,27,3.0,2,45.54,3.0,1,22.38,2.0,2,8.01,1.0,1,2.24,1,True.
SC,1,415,375-5439,no,yes,31,2.0,3,33.52,3.0,1,21.24,3.0,2,13.45,1.0,1,1.05,0,False.
MI,1,415,361-3779,no,yes,35,2.0,2,32.74,1.0,2,11.49,2.0,2,9.73,1.0,1,2.13,2,False.
MI,1,510,375-8934,no,yes,26,1.0,2,15.59,1.0,3,12.8,1.0,2,2.85,1.0,2,2.08,1,False.
NY,3,510,421-7205,no,yes,33,3.0,2,42.76,2.0,2,19.9,2.0,2,9.6,2.0,3,2.81,3,False.
VT,2,408,408-5183,no,yes,32,1.0,2,23.48,2.0,1,14.22,3.0,3,10.75,1.0,2,1.84,2,False.
OK,1,510,412-9357,no,yes,38,2.0,2,28.78,2.0,2,19.2,2.0,1,7.74,1.0,2,2.21,0,False.
DE,1,415,402-3599,no,yes,27,2.0,2,34.22,1.0,2,12.22,1.0,3,6.76,3.0,2,3.32,1,False.
ND,1,510,379-5211,yes,no,0,3.0,3,36.84,1.0,3,9.9,2.0,2,9.9,2.0,2,2.65,2,False.
MO,3,415,339-9026,no,yes,42,1.0,1,16.56,2.0,2,17.31,2.0,3,7.83,2.0,1,3.08,2,False.
HI,2,415,336-6128,no,yes,33,2.0,1,24.65,2.0,3,16.53,3.0,3,10.9,3.0,2,3.83,2,False.
AK,3,510,383-6544,yes,no,0,1.0,1,22.61,3.0,2,22.34,2.0,3,9.64,2.0,2,3.02,1,False.
DC,3,415,378-2940,no,yes,11,3.0,3,42.99,3.0,2,24.17,3.0,2,11.83,3.0,1,3.32,1,False.
AL,1,415,338-7683,no,yes,28,1.0,2,16.15,3.0,1,24.75,1.0,3,7.18,2.0,1,2.7,2,False.
UT,3,510,329-2786,yes,no,0,2.0,2,33.01,3.0,2,21.2,3.0,3,11.47,3.0,1,3.48,1,True.
VA,2,415,400-6257,no,yes,42,2.0,3,36.72,2.0,2,19.75,2.0,2,9.7,2.0,2,2.51,2,True.
MO,2,408,390-1612,no,yes,32,1.0,1,24.24,2.0,3,17.7,2.0,2,7.69,2.0,1,3.24,3,False.
RI,2,510,421-7214,yes,no,0,1.0,1,22.81,1.0,1,14.03,2.0,2,7.79,2.0,2,2.89,0,False.
IN,3,510,381-9234,no,yes,38,3.0,2,40.87,2.0,2,17.15,2.0,2,9.27,3.0,3,4.35,0,False.
FL,2,510,387-9855,yes,yes,24,1.0,2,15.9,2.0,3,15.59,3.0,3,10.83,2.0,2,2.67,0,False.
NY,2,510,417-3046,yes,no,0,3.0,2,41.34,1.0,2,12.5,1.0,2,4.27,1.0,2,1.94,4,False.
MN,3,510,357-9832,no,yes,25,1.0,2,16.35,2.0,1,15.21,2.0,1,8.19,3.0,3,3.48,2,False.
OR,2,415,378-6772,yes,no,0,1.0,1,2.13,3.0,2,21.81,2.0,2,7.62,1.0,3,2.08,1,False.
WV,2,415,332-2258,no,yes,38,1.0,3,20.91,1.0,3,11.38,1.0,2,6.22,3.0,2,3.59,1,False.
ND,3,415,336-4281,no,yes,31,2.0,2,29.67,3.0,2,20.88,2.0,1,7.78,2.0,3,2.78,1,False.
RI,3,415,361-1315,no,yes,26,1.0,1,19.84,1.0,2,12.4,2.0,2,7.88,2.0,2,2.67,1,False.
WY,3,415,405-7904,yes,yes,30,2.0,3,26.2,1.0,2,10.09,3.0,2,11.63,3.0,2,3.48,2,False.
NY,1,415,349-4762,no,yes,29,3.0,1,40.72,2.0,2,17.32,2.0,1,7.55,2.0,3,2.67,0,False.
KS,2,510,385-3263,no,yes,25,2.0,3,36.72,2.0,1,19.05,3.0,2,12.06,2.0,2,3.19,0,False.
MO,3,408,400-3497,no,yes,25,3.0,2,37.25,1.0,2,12.88,1.0,1,2.25,3.0,3,3.86,1,False.
WY,1,415,337-4339,no,yes,27,1.0,3,4.4,2.0,2,17.55,2.0,1,10.26,1.0,3,1.76,1,False.
NC,1,408,387-7757,no,yes,19,3.0,3,49.49,2.0,3,19.27,2.0,1,9.86,1.0,1,2.03,1,False.
UT,2,510,406-4604,yes,no,0,2.0,2,35.5,2.0,2,18.16,2.0,1,7.88,3.0,3,3.35,3,False.
IN,2,510,337-4101,no,yes,42,1.0,1,17.32,2.0,2,18.96,3.0,1,10.87,3.0,1,3.48,0,False.
KY,1,415,344-4691,no,yes,29,3.0,3,47.58,2.0,2,18.96,3.0,2,11.33,3.0,1,3.51,1,False.
WI,2,415,364-2439,no,yes,35,2.0,2,34.07,3.0,2,23.19,2.0,2,9.65,1.0,2,2.24,1,False.
NJ,3,510,401-8735,no,yes,28,2.0,2,34.24,3.0,3,20.95,1.0,3,6.97,3.0,2,3.48,2,True.
DE,2,415,327-5817,no,yes,29,2.0,2,30.58,2.0,2,16.08,1.0,1,7.39,3.0,3,3.46,3,False.
TN,2,408,352-1127,no,yes,15,2.0,1,28.07,3.0,2,22.7,3.0,3,11.28,2.0,2,2.94,1,False.
FL,3,408,397-9333,yes,no,0,2.0,3,33.86,2.0,3,18.25,1.0,2,6.79,2.0,3,3.19,1,False.
VA,1,408,358-6796,no,yes,24,1.0,2,22.36,2.0,2,19.57,3.0,2,12.77,2.0,2,2.7,2,False.
VT,2,408,389-2747,no,yes,19,1.0,2,14.91,2.0,1,18.96,2.0,2,8.2,1.0,2,1.97,2,False.
KS,3,415,415-2176,no,yes,19,2.0,1,31.3,2.0,1,16.53,2.0,2,10.15,3.0,2,4.56,0,False.
VA,2,415,377-8067,yes,yes,31,2.0,2,29.67,2.0,2,19.06,1.0,2,5.23,3.0,3,3.32,2,False.
AL,2,408,333-3447,no,yes,25,3.0,2,41.92,1.0,2,12.02,2.0,2,8.54,3.0,2,3.51,1,False.
WV,2,415,341-3044,no,yes,37,1.0,2,13.35,2.0,2,17.89,2.0,2,8.09,2.0,2,3.19,1,False.
ID,3,415,402-3476,no,yes,33,3.0,2,42.77,2.0,3,16.8,2.0,2,9.41,3.0,2,3.29,2,False.
WY,2,415,338-6018,yes,yes,26,3.0,2,45.95,2.0,2,18.29,3.0,3,11.43,3.0,3,3.89,1,True.
TX,1,510,409-3520,no,yes,34,2.0,2,26.62,2.0,2,19.06,3.0,3,11.74,2.0,1,3.05,1,False.
LA,1,415,409-9885,no,yes,39,2.0,2,36.4,2.0,3,14.38,2.0,3,8.54,2.0,2,2.73,1,False.
MI,2,415,345-2863,no,yes,29,2.0,2,30.5,3.0,2,23.41,3.0,2,11.07,2.0,2,2.7,0,False.
MN,2,408,340-4627,no,yes,32,3.0,3,44.57,1.0,1,14.04,2.0,1,8.74,2.0,2,2.86,0,False.
MD,1,415,420-2000,yes,no,0,1.0,1,18.12,1.0,2,12.53,3.0,3,10.61,2.0,3,2.59,2,False.
HI,2,408,418-8170,no,yes,24,3.0,2,36.92,1.0,1,11.79,1.0,1,6.27,2.0,2,3.05,0,False.
CO,2,408,412-4185,no,yes,26,2.0,2,36.48,2.0,2,17.44,1.0,3,6.06,1.0,1,2.19,1,False.
CA,1,415,330-8351,yes,no,0,2.0,2,31.11,2.0,2,17.57,2.0,3,9.17,2.0,3,3.0,1,False.
TX,1,408,392-6841,no,yes,28,1.0,1,19.07,1.0,2,13.16,1.0,2,7.5,2.0,1,2.86,0,False.
MN,1,510,354-2189,yes,no,0,2.0,1,29.02,2.0,2,15.22,3.0,2,12.69,1.0,3,2.21,3,False.
OR,3,510,334-1311,no,yes,30,2.0,2,33.03,3.0,2,20.67,3.0,3,14.5,1.0,2,1.92,1,False.
MS,1,408,415-3120,no,yes,32,2.0,3,31.93,1.0,2,11.03,1.0,3,5.95,2.0,2,3.24,2,False.
VT,1,415,387-5891,yes,yes,26,3.0,2,52.21,3.0,1,24.6,2.0,2,7.87,1.0,2,2.16,0,False.
DE,2,510,376-1677,yes,no,0,1.0,2,21.35,2.0,2,18.11,2.0,2,8.18,1.0,2,1.46,1,False.
CA,1,408,337-7377,no,yes,39,1.0,2,15.78,3.0,3,23.05,2.0,1,7.52,1.0,3,1.57,1,False.
IA,3,415,373-7037,no,yes,32,3.0,1,36.86,1.0,2,8.69,2.0,1,7.83,2.0,1,2.32,0,False.
WI,2,415,350-9313,no,yes,36,2.0,1,28.25,3.0,2,20.3,1.0,2,4.9,2.0,1,3.02,3,False.
CO,2,408,420-9009,no,yes,23,3.0,2,44.57,1.0,1,13.35,1.0,2,5.81,1.0,3,1.97,1,False.
MI,1,510,392-4929,no,yes,35,3.0,2,41.72,1.0,2,12.6,3.0,3,12.33,1.0,3,2.03,1,False.
IN,3,510,389-2631,no,yes,32,2.0,1,32.69,1.0,3,14.05,2.0,1,9.23,2.0,1,2.43,2,False.
TN,3,415,386-7456,no,yes,12,1.0,2,24.12,2.0,2,19.46,2.0,2,8.78,2.0,2,2.35,0,False.
FL,3,415,357-4936,no,yes,26,3.0,2,37.49,3.0,3,20.36,3.0,2,11.44,1.0,3,1.59,2,False.
HI,2,408,353-6218,no,yes,28,1.0,2,24.4,2.0,3,19.0,2.0,1,7.89,2.0,2,3.02,0,False.
TN,3,408,416-8543,yes,no,0,2.0,1,27.22,2.0,2,17.71,2.0,2,7.99,2.0,2,2.48,2,False.
MD,2,415,358-4576,yes,no,0,3.0,2,39.97,3.0,1,21.4,3.0,1,12.87,1.0,1,1.94,4,True.
NM,2,415,352-5118,yes,yes,15,2.0,2,27.2,2.0,2,17.81,1.0,2,3.7,2.0,2,2.35,5,True.
FL,2,510,394-8504,no,yes,26,1.0,1,20.15,2.0,3,18.18,1.0,2,5.97,3.0,2,3.62,2,False.
DC,3,415,370-4139,no,yes,33,3.0,1,39.41,2.0,1,19.8,2.0,3,9.31,1.0,2,2.05,1,False.
VT,2,415,382-6135,no,yes,25,2.0,2,36.7,3.0,2,21.92,2.0,3,8.11,2.0,2,3.13,1,False.
OH,2,415,359-5718,no,yes,35,3.0,2,36.91,2.0,3,18.77,3.0,2,11.23,1.0,2,2.16,2,False.
