State,Account Length,Area Code,Phone,Int'l Plan,VMail Plan,VMail Message,Day Mins,Day Calls,Day Charge,Eve Mins,Eve Calls,Eve Charge,Night Mins,Night Calls,Night Charge,Intl Mins,Intl Calls,Intl Charge,CustServ Calls,Churn?
AZ,2,415,341-2360,no,no,0,2.0,1,27.03,2.0,3,14.27,2.0,2,7.54,3.0,2,3.32,1,False.
OH,2,510,370-3021,no,yes,46,2.0,1,36.4,2.0,2,17.08,3.0,3,11.11,2.0,3,2.48,0,False.
MI,2,510,336-4656,no,no,0,1.0,2,17.44,3.0,1,20.91,2.0,3,7.67,2.0,2,2.46,2,False.
MA,1,415,386-2810,yes,no,0,2.0,1,27.15,2.0,1,16.79,1.0,2,5.47,3.0,3,3.75,0,True.
WV,3,510,350-1354,no,no,0,2.0,2,34.48,1.0,2,14.09,1.0,1,6.48,1.0,2,1.24,1,False.
MI,1,415,346-5707,no,no,0,1.0,2,9.78,3.0,3,22.57,3.0,3,10.99,2.0,3,3.13,3,False.
NM,1,415,405-8370,no,no,0,2.0,3,28.88,2.0,3,19.14,2.0,2,7.64,2.0,3,3.08,1,False.
MO,2,415,373-2053,no,no,0,3.0,1,57.04,2.0,2,18.06,3.0,3,11.93,3.0,3,3.43,2,True.
RI,3,415,369-5222,no,no,0,1.0,3,23.72,3.0,2,24.59,1.0,2,5.82,3.0,3,3.54,0,False.
NC,1,415,347-7420,no,yes,29,1.0,2,24.19,1.0,1,10.09,3.0,2,10.8,1.0,3,1.78,1,False.
WY,1,415,392-6856,no,no,0,2.0,2,31.93,3.0,1,21.13,2.0,3,9.4,2.0,2,2.86,0,False.
WY,2,415,371-5556,no,no,0,2.0,1,24.85,3.0,1,22.23,1.0,3,7.34,2.0,2,2.35,3,False.
PA,2,510,334-5337,no,no,0,3.0,3,39.41,1.0,2,12.8,3.0,3,12.11,2.0,3,3.13,3,False.
KY,2,415,334-8817,no,no,0,2.0,1,32.93,1.0,1,13.11,3.0,1,13.46,3.0,2,3.43,1,False.
OR,3,510,339-1405,no,no,0,2.0,2,26.59,2.0,3,19.84,2.0,3,8.81,1.0,3,2.08,4,False.
NV,2,415,380-7742,yes,yes,29,3.0,1,37.52,2.0,2,18.5,2.0,2,8.57,3.0,3,3.56,1,True.
DC,1,408,329-6191,no,yes,37,3.0,2,40.77,2.0,3,18.86,2.0,2,8.51,1.0,1,1.97,2,False.
UT,1,510,340-3075,no,yes,43,2.0,2,29.24,2.0,1,17.02,2.0,2,10.49,1.0,2,2.16,1,False.
WA,3,408,416-5849,yes,yes,35,1.0,3,21.79,3.0,2,23.33,3.0,3,13.45,2.0,3,2.38,2,False.
FL,2,510,334-7443,no,no,0,1.0,3,22.13,3.0,3,24.73,2.0,3,8.77,3.0,3,3.78,3,False.
VA,3,510,394-9121,no,no,0,2.0,2,33.22,1.0,2,13.14,1.0,2,6.43,2.0,3,3.13,1,False.
KS,2,415,383-1657,yes,no,0,3.0,1,49.86,2.0,2,16.02,3.0,2,12.01,3.0,2,3.92,0,True.
KS,3,415,347-4112,no,no,0,2.0,2,32.52,2.0,2,16.48,3.0,3,12.08,3.0,2,3.46,1,False.
DC,2,510,362-8280,no,no,0,1.0,2,20.81,1.0,2,12.22,1.0,2,7.07,2.0,2,3.11,1,False.
ME,2,408,402-9982,no,yes,33,2.0,1,35.63,1.0,3,12.49,1.0,3,5.44,2.0,2,2.86,2,False.
LA,3,415,392-8905,no,no,0,2.0,3,36.67,1.0,1,12.44,3.0,1,11.91,1.0,1,1.92,3,False.
DC,2,415,392-5512,no,no,0,2.0,2,27.44,2.0,3,18.75,3.0,1,11.21,1.0,1,1.38,0,False.
TX,2,510,351-6384,no,no,0,2.0,2,24.51,2.0,3,19.27,1.0,1,6.51,3.0,2,3.73,3,False.
NJ,2,408,348-8015,yes,yes,37,3.0,2,37.43,2.0,2,15.75,2.0,1,9.23,1.0,1,1.11,0,True.
DE,2,510,374-6966,no,no,0,3.0,2,43.55,1.0,2,13.66,3.0,1,11.22,1.0,1,2.0,4,False.
VT,2,415,328-2236,no,no,0,1.0,3,19.16,2.0,2,18.5,1.0,1,6.84,1.0,2,1.76,1,False.
GA,2,415,372-6497,no,no,0,3.0,3,50.92,2.0,2,19.27,2.0,3,9.48,3.0,2,3.7,0,True.
TX,3,408,417-8617,no,no,0,2.0,2,33.12,2.0,2,14.53,2.0,2,10.13,3.0,2,3.75,0,False.
MT,3,415,361-9621,no,no,0,1.0,2,17.14,2.0,1,19.55,2.0,2,8.71,2.0,1,2.57,0,False.
ND,1,408,421-2723,no,yes,22,1.0,2,14.03,3.0,2,24.64,2.0,3,8.1,1.0,2,1.3,3,False.
NJ,2,415,327-9341,no,yes,34,2.0,2,24.89,1.0,2,7.62,2.0,2,9.9,3.0,2,4.21,2,False.
MO,1,408,383-5474,no,no,0,2.0,3,30.24,2.0,2,19.09,3.0,2,13.78,2.0,3,2.92,2,False.
CO,2,510,328-8147,no,yes,27,2.0,1,26.1,2.0,1,16.49,3.0,2,11.54,2.0,3,2.75,5,False.
KS,2,408,373-5438,no,no,0,2.0,2,25.62,2.0,3,16.77,2.0,3,7.61,2.0,3,2.48,1,False.
NC,1,408,333-9253,no,yes,19,2.0,2,30.62,1.0,2,10.84,3.0,3,10.68,1.0,2,2.03,0,False.
MT,1,415,347-9421,no,yes,31,3.0,2,45.1,1.0,2,12.55,3.0,3,11.67,3.0,1,3.48,1,False.
DE,2,415,419-3167,no,no,0,1.0,1,21.86,1.0,3,11.39,2.0,3,9.48,2.0,1,3.08,0,False.
ND,2,415,414-4162,no,no,0,2.0,2,27.46,2.0,2,14.75,2.0,2,9.28,1.0,2,2.13,2,False.
VA,2,408,416-5341,no,no,0,2.0,3,28.1,2.0,2,16.87,2.0,2,9.38,2.0,2,2.65,1,False.
IL,2,415,368-8600,no,no,0,2.0,2,33.15,2.0,1,17.89,2.0,2,8.13,2.0,3,2.97,0,False.
OK,1,415,336-6085,no,no,0,2.0,1,36.35,3.0,2,22.53,3.0,3,10.79,3.0,3,4.21,0,False.
CO,2,510,377-1479,no,yes,24,2.0,3,34.94,2.0,2,18.64,2.0,2,9.72,3.0,2,3.78,1,False.
MT,1,415,360-2107,no,yes,22,3.0,2,42.99,2.0,2,15.12,1.0,3,7.13,2.0,2,2.3,3,False.
WV,3,408,405-9384,no,yes,28,3.0,1,40.05,2.0,1,19.37,2.0,2,7.66,3.0,3,4.16,0,False.
ME,2,415,420-5179,no,no,0,2.0,2,32.64,1.0,3,10.85,1.0,3,7.0,1.0,2,2.03,1,False.
WI,3,415,331-3174,no,yes,39,1.0,3,11.75,1.0,3,8.61,1.0,2,4.72,2.0,2,2.46,0,False.
MO,2,408,411-5958,no,no,0,3.0,2,44.49,2.0,1,17.9,3.0,1,11.55,1.0,2,1.62,3,True.
NY,3,415,333-8180,no,no,0,3.0,1,40.04,3.0,3,21.86,1.0,2,4.64,2.0,2,3.11,2,False.
CT,2,408,357-2679,no,no,0,2.0,2,36.28,2.0,1,17.42,2.0,2,8.09,2.0,3,2.57,1,False.
AR,1,415,396-2867,no,yes,39,2.0,3,35.17,1.0,1,10.86,2.0,3,8.96,2.0,1,2.48,3,False.
WY,2,415,341-9443,no,yes,22,3.0,1,44.85,1.0,3,8.79,2.0,2,9.36,2.0,2,2.3,3,False.
CA,2,510,341-4103,no,yes,31,2.0,3,31.18,2.0,2,16.62,2.0,2,8.1,2.0,2,2.84,1,False.
CA,2,510,416-8701,no,no,0,2.0,1,26.79,2.0,2,16.5,2.0,1,10.42,2.0,3,2.54,5,True.
MN,1,415,397-6109,no,no,0,2.0,3,29.85,1.0,3,13.75,3.0,1,13.03,2.0,2,2.51,0,False.
AK,3,415,392-5587,no,no,0,3.0,2,41.23,1.0,3,8.74,1.0,2,6.41,2.0,1,2.51,2,False.
VA,1,415,392-9342,no,no,0,2.0,2,25.67,1.0,2,11.17,2.0,1,8.4,2.0,3,2.67,0,False.
CO,3,415,368-2845,no,no,0,1.0,2,23.48,1.0,2,13.98,1.0,1,6.07,1.0,1,2.24,1,False.
MT,2,408,405-4920,no,no,0,3.0,1,45.0,3.0,3,25.93,2.0,1,8.88,2.0,3,2.57,1,True.
SD,1,408,348-7484,no,yes,31,3.0,1,47.99,1.0,2,12.92,2.0,2,10.15,2.0,2,3.24,1,False.
NE,1,415,338-5207,no,no,0,2.0,1,35.9,3.0,2,20.2,3.0,1,11.66,3.0,1,3.32,0,False.
VT,3,415,418-7846,no,no,0,2.0,3,33.51,1.0,1,11.06,1.0,2,3.51,1.0,2,2.0,3,False.
ND,3,408,358-8729,no,no,0,2.0,2,34.9,2.0,3,14.17,3.0,1,10.83,1.0,2,2.11,1,False.
GA,2,415,349-1943,no,yes,22,2.0,2,30.91,2.0,3,19.39,3.0,3,11.82,2.0,2,2.48,2,False.
OR,2,415,368-8283,no,no,0,3.0,3,42.84,1.0,2,12.77,1.0,2,6.83,2.0,1,2.59,2,False.
MT,1,510,345-1419,no,no,0,2.0,2,32.95,1.0,2,10.11,1.0,3,6.12,2.0,2,2.48,0,False.
WY,3,415,358-8025,no,no,0,3.0,3,39.3,2.0,1,16.04,2.0,3,9.31,3.0,1,3.32,1,False.
GA,2,415,383-8695,no,yes,33,2.0,2,34.02,2.0,3,16.06,2.0,2,9.23,3.0,2,4.19,0,False.
WV,1,408,370-7565,no,yes,26,3.0,2,45.34,2.0,2,19.75,2.0,2,9.58,3.0,2,4.4,1,False.
CT,1,415,401-6162,no,yes,36,1.0,3,20.08,2.0,3,18.83,1.0,2,4.68,2.0,3,3.21,2,False.
IL,3,408,386-5303,no,no,0,2.0,2,29.8,1.0,2,12.27,1.0,2,7.21,2.0,2,3.19,0,False.
CO,1,408,351-6552,no,no,0,1.0,2,21.27,3.0,1,21.15,2.0,1,9.51,2.0,2,3.02,3,False.
DE,2,415,345-5338,no,no,0,2.0,2,30.06,2.0,1,19.1,2.0,1,9.21,1.0,3,2.03,1,False.
LA,1,415,330-2849,no,no,0,3.0,2,41.12,1.0,3,11.0,3.0,2,11.92,1.0,2,1.59,1,False.
MA,1,408,364-6801,no,no,0,3.0,3,41.0,1.0,3,9.9,1.0,2,6.85,2.0,2,2.86,0,False.
IN,2,408,375-3003,no,no,0,3.0,2,36.91,3.0,1,20.06,1.0,3,5.32,2.0,2,2.54,1,False.
NY,1,510,383-8878,no,no,0,2.0,2,33.22,2.0,2,15.4,2.0,2,8.03,2.0,2,2.4,0,False.
TX,2,415,384-2372,yes,no,0,3.0,1,37.81,3.0,2,27.8,2.0,2,9.36,2.0,3,2.35,1,True.
KS,2,510,377-7107,no,no,0,2.0,2,32.22,2.0,3,16.13,2.0,1,9.26,3.0,1,3.54,1,False.
WV,2,415,361-1581,no,no,0,1.0,2,20.93,1.0,1,13.46,3.0,1,11.52,2.0,2,2.51,0,False.
NE,3,415,417-7888,no,yes,38,3.0,2,43.64,1.0,3,12.79,1.0,2,5.54,2.0,2,3.08,3,False.
ND,2,408,383-8364,no,no,0,2.0,2,27.05,3.0,3,20.54,2.0,3,9.11,1.0,1,1.76,1,False.
AK,2,408,396-2335,no,no,0,1.0,2,17.02,2.0,2,19.83,2.0,1,9.2,2.0,3,3.0,3,False.
CO,1,415,408-4530,no,yes,32,1.0,2,5.25,2.0,2,15.9,2.0,2,10.39,2.0,3,2.32,1,False.
ME,3,415,408-6621,no,no,0,3.0,1,37.94,2.0,3,18.22,1.0,1,6.95,2.0,1,2.73,3,False.
SC,2,510,393-7522,no,no,0,2.0,2,31.86,2.0,3,16.99,2.0,2,9.72,3.0,3,3.4,1,False.
MN,1,510,338-7120,no,yes,21,3.0,2,53.65,2.0,1,17.76,3.0,3,11.7,3.0,2,3.27,3,False.
CO,1,415,357-4265,no,no,0,3.0,2,47.18,1.0,3,11.2,1.0,2,5.71,1.0,1,2.21,1,False.
KS,2,415,398-8801,no,no,0,2.0,2,32.27,2.0,2,16.77,2.0,2,10.55,3.0,2,4.02,2,False.
MS,3,510,346-2347,no,no,0,2.0,3,25.02,2.0,2,16.39,2.0,2,7.77,2.0,2,2.75,1,False.
NE,2,408,343-2741,no,no,0,2.0,1,31.59,3.0,3,23.5,2.0,2,8.64,1.0,3,1.54,4,False.
NJ,2,510,420-8242,no,yes,29,2.0,2,26.42,2.0,2,16.02,3.0,3,11.47,1.0,2,2.16,3,False.
WI,3,510,402-7746,no,no,0,2.0,2,26.21,3.0,2,22.83,2.0,2,8.5,2.0,2,2.94,6,False.
MT,2,415,332-1494,no,no,0,1.0,2,16.59,1.0,3,8.97,2.0,2,9.91,2.0,3,3.13,1,False.
AR,3,415,388-6223,no,no,0,2.0,2,30.4,2.0,2,15.16,2.0,1,7.61,1.0,2,2.03,1,False.
WA,1,408,404-9539,no,no,0,2.0,2,25.38,3.0,1,23.26,2.0,1,9.3,2.0,2,2.46,0,False.
NH,1,415,341-7332,no,no,0,2.0,2,35.02,2.0,2,15.81,3.0,1,13.82,1.0,3,2.27,0,False.
IA,2,415,338-7886,no,no,0,3.0,1,36.86,2.0,3,16.22,2.0,1,8.44,2.0,3,2.97,0,False.
WV,2,415,332-5596,no,no,0,1.0,2,17.56,1.0,1,10.97,2.0,3,7.52,2.0,2,2.89,0,False.
RI,2,415,348-9945,no,no,0,1.0,2,23.7,1.0,2,13.52,1.0,3,5.77,1.0,2,2.08,0,False.
KS,2,415,407-1896,no,no,0,2.0,2,32.5,1.0,2,13.93,3.0,3,10.96,3.0,2,3.81,1,False.
MT,3,510,398-9408,no,yes,23,2.0,2,27.2,2.0,1,16.1,2.0,3,10.35,2.0,3,2.81,1,False.
MO,3,510,369-8005,no,no,0,3.0,2,37.69,2.0,1,16.41,2.0,3,8.73,1.0,2,1.76,3,False.
HI,2,415,346-2530,no,no,0,1.0,1,10.69,2.0,1,19.64,2.0,3,7.6,2.0,2,2.3,1,False.
CO,2,415,400-5984,no,no,0,2.0,1,36.65,2.0,3,16.6,2.0,1,8.75,1.0,2,0.97,1,False.
CT,2,510,351-1007,no,yes,42,2.0,2,28.1,2.0,3,19.0,3.0,1,11.74,1.0,3,2.05,3,False.
ID,2,415,345-5980,yes,yes,32,1.0,2,16.1,1.0,2,13.12,2.0,2,9.02,2.0,3,2.86,2,False.
DC,3,510,368-8964,no,no,0,2.0,1,34.54,1.0,2,12.96,2.0,1,8.9,2.0,2,2.62,2,False.
TN,1,510,358-1912,no,no,0,2.0,1,33.2,2.0,2,18.42,3.0,3,11.7,3.0,2,3.38,3,False.
WY,3,510,379-3132,no,no,0,2.0,3,24.43,3.0,2,25.31,2.0,1,9.57,2.0,3,3.08,4,False.
MO,2,415,340-9910,no,no,0,1.0,2,19.45,1.0,2,6.66,2.0,1,10.47,1.0,1,0.0,2,False.
VA,3,415,396-2719,no,no,0,3.0,2,37.88,2.0,3,17.26,2.0,2,9.48,1.0,1,1.86,2,False.
SD,3,415,369-6204,no,yes,22,2.0,1,29.9,2.0,2,17.99,2.0,1,7.85,1.0,2,1.97,2,False.
WV,2,510,420-9971,yes,no,0,3.0,2,42.48,3.0,2,20.61,1.0,3,6.83,3.0,3,4.13,1,True.
GA,1,408,410-3782,yes,yes,30,3.0,3,39.87,2.0,3,16.59,3.0,2,12.1,2.0,2,3.08,2,False.
AZ,1,415,404-4481,no,no,0,2.0,3,35.82,2.0,1,18.63,2.0,1,8.09,1.0,3,1.94,1,False.
AK,3,408,383-9255,no,no,0,2.0,3,30.99,2.0,2,14.44,2.0,3,8.28,2.0,2,2.51,1,False.
AK,2,510,418-9385,no,no,0,2.0,2,32.35,2.0,2,16.53,3.0,2,11.54,2.0,2,3.16,2,False.
CT,2,415,360-9676,no,yes,38,2.0,2,30.11,1.0,2,13.91,3.0,1,10.92,1.0,1,2.0,0,False.
UT,2,510,327-3587,no,yes,36,1.0,2,14.82,2.0,2,14.39,1.0,1,7.5,2.0,2,2.94,6,True.
KY,2,415,385-4715,no,no,0,2.0,2,36.65,2.0,3,16.44,1.0,3,4.74,3.0,2,3.65,1,False.
MI,2,510,414-2695,no,no,0,1.0,2,23.36,3.0,1,20.2,2.0,3,9.3,3.0,3,3.78,3,False.
OR,3,510,331-5999,no,yes,36,2.0,2,32.78,2.0,1,15.05,2.0,3,9.74,3.0,2,4.43,1,False.
TN,1,510,337-7739,no,no,0,2.0,2,25.38,2.0,2,17.02,2.0,2,10.43,2.0,2,3.21,2,False.
WV,2,408,388-6658,no,no,0,2.0,3,24.43,2.0,2,14.51,3.0,2,12.95,1.0,2,2.11,1,False.
NJ,1,415,405-6943,no,no,0,3.0,2,38.22,2.0,2,16.15,2.0,2,9.96,2.0,1,2.48,1,False.
MS,2,510,382-4084,no,yes,39,3.0,3,44.4,2.0,2,18.21,1.0,2,6.97,3.0,2,3.43,2,False.
ME,3,415,352-8249,no,yes,26,2.0,2,33.41,2.0,2,14.94,2.0,3,9.98,3.0,2,3.62,0,False.
WY,2,510,353-8363,no,no,0,3.0,2,46.1,2.0,2,17.22,2.0,1,9.97,2.0,2,3.11,3,True.
WY,2,415,416-2825,no,no,0,2.0,3,35.22,3.0,2,24.86,2.0,2,10.18,1.0,1,2.16,2,False.
IN,1,510,342-6696,no,no,0,3.0,2,51.07,1.0,2,11.32,2.0,2,8.88,1.0,2,1.94,2,False.
NM,2,408,338-9210,no,yes,37,3.0,3,39.03,1.0,2,11.25,2.0,1,9.54,2.0,3,2.57,2,False.
NJ,2,415,328-1768,yes,yes,20,2.0,2,31.88,2.0,2,14.43,2.0,3,7.89,3.0,2,3.27,1,False.
DC,3,415,406-5870,yes,no,0,1.0,2,9.71,2.0,1,16.97,3.0,2,12.36,1.0,3,1.76,3,False.
UT,1,415,398-3834,no,no,0,2.0,1,27.56,1.0,1,13.18,2.0,2,8.54,2.0,3,2.97,5,True.
KY,2,415,330-7754,yes,no,0,2.0,2,24.65,2.0,2,14.94,2.0,3,10.07,3.0,2,4.51,2,True.
KS,1,510,414-9054,no,no,0,2.0,3,27.12,3.0,2,20.47,2.0,1,9.46,2.0,2,3.08,1,False.
MI,2,510,350-2832,no,no,0,2.0,1,32.42,2.0,2,17.73,2.0,2,9.17,2.0,3,2.38,1,False.
UT,1,510,414-9027,no,yes,20,3.0,1,39.2,2.0,1,16.07,1.0,3,7.3,2.0,1,2.54,1,False.
NE,1,415,337-1225,no,no,0,1.0,3,5.78,3.0,1,23.68,1.0,3,5.83,2.0,2,3.11,0,False.
FL,2,415,394-6577,no,yes,17,2.0,2,32.88,3.0,3,20.45,3.0,2,11.16,2.0,2,3.08,5,False.
LA,3,408,359-6995,no,no,0,2.0,3,34.34,1.0,1,13.9,2.0,1,8.79,2.0,3,2.81,1,False.
MT,2,415,377-7561,no,no,0,2.0,3,32.59,3.0,2,20.52,2.0,1,9.16,2.0,2,2.46,1,False.
WA,2,415,380-6631,no,yes,26,2.0,2,27.42,3.0,2,21.28,1.0,2,6.41,1.0,3,1.78,1,False.
MI,2,415,390-8876,no,no,0,2.0,1,25.6,1.0,3,10.12,2.0,3,10.48,1.0,1,1.73,1,False.
KY,3,510,413-2201,no,no,0,2.0,2,31.38,2.0,3,16.66,2.0,3,10.19,1.0,1,2.11,1,False.
LA,2,408,374-2073,no,no,0,3.0,3,37.52,3.0,2,22.97,1.0,3,5.47,2.0,2,2.35,1,False.
NM,2,510,417-1272,yes,no,0,2.0,3,28.44,2.0,3,16.87,1.0,2,5.99,2.0,3,2.97,1,False.
AL,3,415,358-1129,no,yes,32,2.0,1,26.18,2.0,2,15.77,1.0,2,6.67,1.0,2,2.21,3,False.
MO,2,415,394-1211,no,yes,29,1.0,3,20.59,2.0,2,15.84,3.0,1,10.88,2.0,3,2.73,0,False.
CO,1,510,327-1319,no,yes,23,2.0,2,30.96,1.0,1,13.99,1.0,2,5.8,3.0,2,3.43,3,False.
TX,2,415,399-4413,no,no,0,1.0,2,18.63,1.0,2,11.7,1.0,3,7.19,2.0,2,2.97,2,False.
NY,1,415,393-9985,no,no,0,2.0,2,35.68,1.0,2,10.36,3.0,2,11.42,2.0,2,2.59,1,False.
OR,1,415,401-8377,no,no,0,2.0,1,28.48,3.0,2,20.58,1.0,2,4.55,2.0,2,3.08,2,False.
WY,1,415,331-3202,no,no,0,2.0,2,36.36,3.0,3,20.38,1.0,1,6.69,2.0,3,2.65,2,False.
UT,2,415,358-5953,no,no,0,1.0,2,19.69,3.0,2,20.68,2.0,1,8.31,3.0,2,3.54,1,False.
LA,2,510,380-7624,no,yes,30,3.0,2,47.02,2.0,2,18.71,2.0,2,8.01,2.0,3,2.65,2,False.
NV,3,415,416-5261,no,yes,21,2.0,2,30.5,2.0,2,15.39,3.0,3,14.43,2.0,2,2.57,2,False.
NC,3,510,417-5067,no,no,0,2.0,1,31.84,3.0,2,23.02,2.0,1,9.29,2.0,2,2.73,1,False.
NC,1,408,345-6515,no,no,0,2.0,3,34.2,2.0,2,19.31,1.0,2,6.56,1.0,2,2.27,2,False.
WY,3,415,406-1349,yes,no,0,2.0,1,32.23,3.0,3,22.73,2.0,3,8.3,1.0,3,0.35,1,False.
TN,1,415,360-9038,no,yes,35,2.0,3,31.76,3.0,1,22.19,3.0,2,14.3,3.0,2,4.05,0,False.
FL,2,415,348-3444,no,yes,31,2.0,1,26.1,2.0,2,18.62,3.0,1,10.68,2.0,2,3.08,0,False.
CA,2,415,370-2892,no,no,0,2.0,2,31.89,2.0,3,17.7,1.0,2,7.15,2.0,3,2.35,2,False.
PA,2,415,383-4061,yes,no,0,3.0,3,39.25,3.0,2,20.67,2.0,1,8.21,2.0,1,2.97,0,True.
WV,3,415,391-7937,no,yes,26,3.0,3,41.63,1.0,3,10.03,3.0,2,10.62,3.0,2,4.1,2,False.
NJ,2,415,389-4083,no,no,0,3.0,2,39.25,2.0,1,18.96,1.0,2,7.1,2.0,1,2.62,3,False.
MT,2,415,410-9633,no,no,0,2.0,2,31.81,3.0,3,21.27,1.0,1,6.52,2.0,2,2.97,1,False.
MN,3,415,418-9502,no,no,0,2.0,1,29.02,2.0,2,16.24,2.0,2,9.66,3.0,2,3.59,1,False.
WI,3,415,339-6637,yes,yes,28,1.0,2,21.57,2.0,2,14.19,1.0,1,6.53,2.0,2,2.38,5,True.
ID,2,510,356-3403,no,no,0,2.0,2,32.22,2.0,2,17.6,2.0,2,9.63,2.0,3,2.48,0,False.
MA,3,408,371-9457,yes,no,0,2.0,2,30.07,2.0,2,14.27,2.0,3,8.2,1.0,1,2.08,1,True.
OR,2,415,391-8087,no,no,0,2.0,2,27.39,2.0,1,16.9,2.0,3,10.28,2.0,2,2.86,1,False.
MT,2,510,392-6420,no,no,0,2.0,2,28.8,2.0,1,16.76,2.0,1,9.1,2.0,2,2.89,1,False.
AL,1,415,399-4094,no,yes,20,3.0,3,43.25,1.0,2,13.74,3.0,2,11.31,2.0,2,2.84,0,False.
ND,3,510,378-4013,yes,yes,24,1.0,1,21.71,2.0,2,18.28,2.0,1,10.54,1.0,2,1.57,2,False.
LA,2,415,386-6306,no,yes,26,2.0,2,28.99,2.0,1,18.46,2.0,1,10.16,3.0,2,3.67,6,False.
ND,3,408,359-3618,yes,no,0,3.0,2,37.25,3.0,2,20.65,2.0,2,7.6,2.0,2,2.73,2,False.
MS,2,510,340-8875,yes,no,0,3.0,2,46.5,2.0,1,15.62,1.0,1,6.92,2.0,3,2.97,2,False.
WV,2,415,330-2693,yes,no,0,2.0,3,27.52,2.0,3,17.08,1.0,3,6.03,2.0,2,2.89,1,False.
WI,1,510,403-7627,no,yes,27,3.0,2,41.09,1.0,2,12.07,3.0,1,13.0,2.0,2,2.54,1,False.
KS,2,408,342-3678,yes,no,0,1.0,3,10.68,2.0,1,14.48,3.0,1,12.61,2.0,2,2.54,3,False.
MO,2,415,344-9943,no,yes,22,3.0,1,47.79,1.0,3,12.21,3.0,3,10.77,2.0,3,3.02,1,False.
PA,1,415,390-5686,no,no,0,3.0,1,38.79,3.0,1,22.41,1.0,1,6.42,2.0,2,2.89,3,False.
SD,2,408,358-5826,no,no,0,2.0,1,35.67,2.0,2,16.53,2.0,1,9.02,2.0,2,3.05,0,False.
NJ,1,408,393-7826,no,no,0,3.0,1,45.15,2.0,2,17.75,2.0,2,8.21,2.0,3,3.0,2,True.
AL,2,415,335-9786,no,no,0,2.0,2,36.53,1.0,3,10.01,1.0,1,6.02,2.0,1,3.19,2,False.
ME,3,510,368-9860,no,no,0,1.0,1,18.79,2.0,2,18.97,2.0,1,7.63,2.0,2,2.84,3,False.
AZ,2,415,416-9522,yes,yes,45,3.0,2,47.79,2.0,2,16.83,1.0,1,4.24,1.0,2,2.03,0,False.
VT,1,415,416-7307,no,no,0,1.0,1,23.43,3.0,1,24.34,2.0,1,7.52,3.0,2,3.81,2,False.
NV,1,510,397-6789,yes,yes,33,3.0,2,46.16,3.0,2,21.54,1.0,1,7.44,1.0,1,2.21,1,True.
WI,1,408,335-9501,no,no,0,1.0,2,19.18,2.0,3,18.6,3.0,2,10.81,2.0,2,2.43,2,False.
HI,1,408,388-1250,no,no,0,2.0,3,31.84,3.0,2,20.37,2.0,2,7.54,3.0,1,4.08,1,False.
DE,2,415,386-1374,no,no,0,2.0,1,33.49,3.0,2,22.89,1.0,2,7.15,2.0,2,2.92,1,False.
AZ,2,415,346-8112,no,yes,32,2.0,2,30.67,1.0,3,11.0,1.0,3,7.51,1.0,1,2.27,1,False.
VA,1,408,364-9040,yes,no,0,2.0,3,25.25,2.0,3,18.65,2.0,3,8.93,3.0,3,3.92,1,True.
GA,3,415,366-3944,no,yes,22,2.0,2,33.51,3.0,2,22.05,1.0,3,6.06,3.0,2,3.94,2,False.
AZ,2,415,331-9861,no,yes,26,2.0,3,26.13,1.0,3,11.71,2.0,2,9.61,3.0,2,4.29,1,False.
MN,2,415,330-2881,no,yes,27,3.0,2,44.42,2.0,2,18.78,2.0,2,8.07,2.0,1,3.05,1,False.
ME,2,510,402-9558,no,no,0,3.0,2,41.85,2.0,3,17.2,2.0,2,8.1,2.0,2,2.54,1,False.
FL,2,510,341-3180,no,no,0,2.0,2,32.47,3.0,3,27.1,3.0,1,11.13,1.0,2,1.76,0,False.
WA,3,408,371-8598,no,no,0,2.0,1,35.41,3.0,2,21.56,3.0,1,13.1,3.0,2,3.4,1,False.
MT,1,415,398-8385,no,no,0,3.0,1,43.01,2.0,1,18.64,2.0,2,9.49,2.0,2,2.65,0,False.
AL,2,408,333-4154,no,no,0,2.0,2,34.39,2.0,2,17.13,1.0,1,4.58,1.0,2,1.84,0,False.
WV,3,408,330-3589,no,no,0,2.0,3,29.65,1.0,2,13.29,1.0,3,6.14,2.0,2,2.75,0,False.
GA,1,415,417-1477,no,yes,30,1.0,2,21.61,2.0,3,14.63,2.0,2,8.76,3.0,2,3.27,1,False.
OH,1,510,327-5525,yes,yes,16,1.0,1,24.4,3.0,1,20.62,1.0,2,6.65,2.0,2,3.05,0,False.
DE,3,510,363-8244,no,yes,17,2.0,2,31.77,3.0,3,20.4,2.0,1,9.04,1.0,2,1.57,1,False.
NE,2,510,419-9104,no,no,0,2.0,3,32.98,3.0,3,20.57,1.0,2,6.58,3.0,2,3.27,1,False.
FL,1,510,363-1560,no,no,0,3.0,2,39.92,1.0,3,9.08,2.0,3,8.03,2.0,3,2.67,0,False.
AK,3,510,341-4075,no,no,0,1.0,2,21.03,1.0,1,8.76,2.0,1,8.52,3.0,2,3.54,1,False.
WI,3,510,366-9074,no,no,0,2.0,2,29.56,3.0,1,23.49,2.0,3,8.59,3.0,2,4.13,0,False.
WA,2,510,367-1424,no,yes,41,1.0,3,22.25,2.0,2,17.29,2.0,1,7.73,3.0,2,3.35,1,False.
KY,2,415,341-1191,no,no,0,3.0,2,53.48,2.0,1,14.43,3.0,2,12.83,1.0,2,1.54,2,True.
